,U_DPTO,U_MPIO,DomesticViolenceCases,Population,Municipio,Departamento,CasesPer1000Habitants
368,19,137,114,35886.0,Caldono,Cauca,3.176726299949841
369,19,142,628,25264.0,Caloto,Cauca,24.85750474984167
370,19,212,201,21633.0,Corinto,Cauca,9.291360421578144
371,19,256,328,38509.0,El tambo,Cauca,8.517489418058116
372,19,290,16,5089.0,Florencia,Cauca,3.144036156415799
373,19,318,159,23775.0,Guapi,Cauca,6.687697160883281
374,19,355,180,26490.0,Inza,Cauca,6.795016987542469
375,19,364,22,16353.0,Jambalo,Cauca,1.3453189017305693
376,19,392,69,9935.0,La sierra,Cauca,6.945143432310015
377,19,397,97,19777.0,La vega,Cauca,4.904687262982252
378,19,418,24,15117.0,Lopez (micay),Cauca,1.5876165905933717
379,19,450,107,14806.0,Mercaderes,Cauca,7.2267999459678505
380,19,455,217,28540.0,Miranda,Cauca,7.6033637000700764
381,19,473,89,29737.0,Morales,Cauca,2.9929044624541814
382,19,513,37,8763.0,Padilla,Cauca,4.222298299669063
383,19,517,91,37599.0,Paez (belalcazar),Cauca,2.420277135030187
384,19,532,197,28361.0,Patia (el bordo),Cauca,6.946158457036071
385,19,533,37,7124.0,Piamonte,Cauca,5.193711398090961
386,19,548,484,33346.0,Piendamo,Cauca,14.514484495891562
387,19,573,531,40020.0,Puerto tejada,Cauca,13.268365817091453
388,19,585,45,14925.0,Purace (coconuco),Cauca,3.015075376884422
389,19,622,54,9336.0,Rosas,Cauca,5.784061696658098
390,19,693,21,9769.0,San sebastian,Cauca,2.1496570785136657
391,19,698,1998,95348.0,Santander de quilichao,Cauca,20.954818139866592
392,19,701,10,4975.0,Santa rosa,Cauca,2.0100502512562817
393,19,743,192,33380.0,Silvia,Cauca,5.751947273816656
394,19,760,66,11921.0,Sotara (paispamba),Cauca,5.536448284539888
395,19,780,81,19624.0,Suarez,Cauca,4.127598858540563
396,19,807,287,32170.0,Timbio,Cauca,8.921355299968916
397,19,809,62,21614.0,Timbiqui,Cauca,2.8685111501804386
398,19,821,154,30654.0,Toribio,Cauca,5.023814184119527
399,19,824,112,20870.0,Totoro,Cauca,5.366554863440345
400,19,845,283,18761.0,Villarica,Cauca,15.084483769521881
401,20,1,4444,455636.0,Valledupar,Cesar,9.753399643575134
402,20,11,1810,95548.0,Aguachica,Cesar,18.94335831205258
403,20,13,355,58475.0,Agustin codazzi,Cesar,6.070970500213766
404,20,32,35,18434.0,Astrea,Cesar,1.8986655093848324
405,20,45,51,20474.0,Becerril,Cesar,2.4909641496532187
406,20,60,137,37499.0,Bosconia,Cesar,3.653430758153551
407,20,175,55,30272.0,Chimichagua,Cesar,1.816860465116279
408,20,178,101,26976.0,Chiriguana,Cesar,3.7440688018979835
409,20,228,151,34833.0,Curumani,Cesar,4.33496971262883
410,20,238,123,28550.0,El copey,Cesar,4.308231173380035
411,20,250,109,34620.0,El paso,Cesar,3.1484690930098207
412,20,295,78,12444.0,Gamarra,Cesar,6.26808100289296
413,20,310,26,4034.0,Gonzalez,Cesar,6.4452156668319285
414,20,383,50,14779.0,La gloria,Cesar,3.3831788348332092
415,20,400,113,37106.0,La jagua ibirico,Cesar,3.0453295962917046
416,20,443,31,9302.0,Manaure (balcon del cesar),Cesar,3.332616641582455
417,20,517,85,16800.0,Pailitas,Cesar,5.05952380952381
418,20,550,50,18487.0,Pelaya,Cesar,2.704603234705469
419,20,570,54,22763.0,Pueblo bello,Cesar,2.372270790317621
420,20,614,130,14408.0,Rio de oro,Cesar,9.022765130483066
421,20,621,150,26105.0,La paz (robles),Cesar,5.746025665581306
422,20,710,216,22993.0,San alberto,Cesar,9.394163441047276
423,20,750,68,18530.0,San diego,Cesar,3.669724770642202
424,20,770,282,20452.0,San martin,Cesar,13.78838255427342
425,20,787,42,14063.0,Tamalameque,Cesar,2.9865604778496766
426,23,1,6271,431279.0,Monteria,Cordova,14.540471481338066
427,23,68,163,38816.0,Ayapel,Cordova,4.1992992580379225
428,23,79,69,18344.0,Buenavista,Cordova,3.7614478848669863
429,23,90,40,14831.0,Canalete,Cordova,2.697053469085025
430,23,162,671,96165.0,Cerete,Cordova,6.977590599490459
431,23,168,53,13492.0,Chima,Cordova,3.928253780017789
432,23,182,453,42676.0,Chinu,Cordova,10.614865498172275
433,23,189,193,56278.0,Cienaga de oro,Cordova,3.4294040299939588
434,23,300,71,16215.0,Cotorra,Cordova,4.378661732963305
435,23,350,104,13733.0,La apartada,Cordova,7.572999344644288
436,23,417,875,98436.0,Lorica,Cordova,8.889024340688366
437,23,419,47,15886.0,Los cordobas,Cordova,2.9585798816568047
438,23,464,89,16264.0,Momil,Cordova,5.472208558780128
439,23,466,601,71772.0,Montelibano,Cordova,8.373739062587081
440,23,500,54,25095.0,Moñitos,Cordova,2.1518230723251643
441,23,555,746,60245.0,Planeta rica,Cordova,12.382770354386256
442,23,570,156,26968.0,Pueblo nuevo,Cordova,5.784633639869475
443,23,574,56,19474.0,Puerto escondido,Cordova,2.875629043853343
444,23,580,153,35303.0,Puerto libertador,Cordova,4.333909299492961
445,23,586,118,14702.0,Purisima,Cordova,8.026118895388382
446,23,660,1003,94010.0,Sahagun,Cordova,10.669077757685352
447,23,670,154,42041.0,San andres sotavento,Cordova,3.663090792321781
448,23,672,164,29028.0,San antero,Cordova,5.649717514124294
449,23,675,110,29437.0,San bernardo del viento,Cordova,3.736793830893094
450,23,678,74,23532.0,San carlos,Cordova,3.1446540880503147
451,23,686,123,40614.0,San pelayo,Cordova,3.028512335647806
452,23,807,407,85813.0,Tierralta,Cordova,4.742871126752357
453,23,855,62,30532.0,Valencia,Cordova,2.0306563605397616
454,25,1,72,10421.0,Agua de dios,Cundinamarca,6.909125803665675
455,25,19,43,5920.0,Alban,Cundinamarca,7.263513513513514
456,25,35,200,12130.0,Anapoima,Cundinamarca,16.488046166529266
457,25,40,37,12120.0,Anolaima,Cundinamarca,3.0528052805280526
458,25,53,179,9613.0,Arbelaez,Cundinamarca,18.620617913242484
459,25,86,18,1719.0,Beltran,Cundinamarca,10.471204188481677
460,25,95,23,2223.0,Bituima,Cundinamarca,10.3463787674314
461,25,99,113,9653.0,Bojaca,Cundinamarca,11.706205324769503
462,25,120,84,4270.0,Cabrera,Cundinamarca,19.672131147540984
463,25,123,89,9267.0,Cachipay,Cundinamarca,9.603971080176972
464,25,126,653,80534.0,Cajica,Cundinamarca,8.108376586286537
465,25,148,75,10266.0,Caparrapi,Cundinamarca,7.305669199298656
466,25,151,237,15435.0,Caqueza,Cundinamarca,15.354713313896987
467,25,154,152,7325.0,Carmen de carupa,Cundinamarca,20.75085324232082
468,25,168,13,3323.0,Chaguani,Cundinamarca,3.9121275955461936
469,25,175,2082,128753.0,Chia,Cundinamarca,16.170496998128197
470,25,178,60,8624.0,Chipaque,Cundinamarca,6.957328385899815
471,25,181,95,10366.0,Choachi,Cundinamarca,9.164576500096468
472,25,183,195,19611.0,Choconta,Cundinamarca,9.94339911274285
473,25,200,473,20801.0,Cogua,Cundinamarca,22.739291380222106
474,25,214,236,31364.0,Cota,Cundinamarca,7.524550439994899
475,25,224,133,7002.0,Cucunuba,Cundinamarca,18.994572979148817
476,25,245,278,22529.0,El colegio,Cundinamarca,12.33965111633894
477,25,258,59,3458.0,El peñon,Cundinamarca,17.061885482938116
478,25,260,276,21873.0,El rosal,Cundinamarca,12.618296529968454
479,25,269,2571,134881.0,Facatativa,Cundinamarca,19.061246580318947
480,25,279,118,10749.0,Fomeque,Cundinamarca,10.97776537352312
481,25,281,36,5561.0,Fosca,Cundinamarca,6.473655817299047
482,25,286,947,90670.0,Funza,Cundinamarca,10.444468953347304
483,25,288,87,4848.0,Fuquene,Cundinamarca,17.945544554455445
484,25,290,2298,131661.0,Fusagasuga,Cundinamarca,17.453915738145692
485,25,293,35,4343.0,Gachala,Cundinamarca,8.058945429426664
486,25,295,381,16601.0,Gachancipa,Cundinamarca,22.95042467321246
487,25,297,98,8065.0,Gacheta,Cundinamarca,12.151270923744576
488,25,299,47,3032.0,Gama,Cundinamarca,15.50131926121372
489,25,307,2285,91545.0,Girardot,Cundinamarca,24.960401988093288
490,25,312,121,6899.0,Granada,Cundinamarca,17.538773735323957
491,25,317,112,12403.0,Guacheta,Cundinamarca,9.030073369346127
492,25,320,293,24514.0,Guaduas,Cundinamarca,11.952353757036795
493,25,322,179,14954.0,Guasca,Cundinamarca,11.970041460478802
494,25,324,13,1974.0,Guataqui,Cundinamarca,6.585612968591692
495,25,326,71,6145.0,Guatavita,Cundinamarca,11.554109031733116
496,25,328,19,3604.0,Guayabal de siquima,Cundinamarca,5.2719200887902335
497,25,335,21,5809.0,Guayabetal,Cundinamarca,3.6150800482010674
498,25,339,47,3311.0,Gutierrez,Cundinamarca,14.195107218363033
499,25,368,29,2024.0,Jerusalen,Cundinamarca,14.32806324110672
500,25,372,53,5197.0,Junin,Cundinamarca,10.19819126419088
501,25,377,420,28405.0,La calera,Cundinamarca,14.786129202605176
502,25,386,451,28962.0,La mesa,Cundinamarca,15.572128996616255
503,25,394,63,7708.0,La palma,Cundinamarca,8.173326414115206
504,25,398,71,5406.0,La peña,Cundinamarca,13.13355530891602
505,25,402,252,13054.0,La vega,Cundinamarca,19.304427761605638
506,25,407,107,9414.0,Lenguazaque,Cundinamarca,11.36605056299129
507,25,426,58,6022.0,Macheta,Cundinamarca,9.631351710395219
508,25,430,1416,108885.0,Madrid,Cundinamarca,13.004546080727373
509,25,436,21,3328.0,Manta,Cundinamarca,6.310096153846154
510,25,438,73,7269.0,Medina,Cundinamarca,10.042646856513963
511,25,473,1788,128880.0,Mosquera,Cundinamarca,13.873370577281191
512,25,483,9,2100.0,Nariño,Cundinamarca,4.285714285714286
513,25,486,173,12198.0,Nemocon,Cundinamarca,14.182652893917036
514,25,488,62,6960.0,Nilo,Cundinamarca,8.908045977011493
515,25,489,28,3059.0,Nimaima,Cundinamarca,9.153318077803204
516,25,491,34,5194.0,Nocaima,Cundinamarca,6.546014632268001
517,25,506,35,4106.0,Venecia (ospina perez),Cundinamarca,8.52411105698977
518,25,513,267,23647.0,Pacho,Cundinamarca,11.291072863365331
519,25,518,23,3854.0,Paime,Cundinamarca,5.967825635703166
520,25,524,48,4734.0,Pandi,Cundinamarca,10.139416983523446
521,25,530,51,8001.0,Paratebueno,Cundinamarca,6.374203224596926
522,25,535,151,8686.0,Pasca,Cundinamarca,17.3842965691918
523,25,572,194,14691.0,Puerto salgar,Cundinamarca,13.205363828194132
524,25,580,15,2524.0,Puli,Cundinamarca,5.942947702060222
525,25,592,70,4447.0,Quebradanegra,Cundinamarca,15.740948954351248
526,25,594,60,4928.0,Quetame,Cundinamarca,12.175324675324676
527,25,596,37,6110.0,Quipile,Cundinamarca,6.055646481178396
528,25,599,54,7530.0,Apulo (rafael reyes),Cundinamarca,7.171314741035856
529,25,612,153,10787.0,Ricaurte,Cundinamarca,14.18373968665987
530,25,645,208,10202.0,San  antonio del tequendama,Cundinamarca,20.388159184473633
531,25,649,60,7404.0,San bernardo,Cundinamarca,8.103727714748784
532,25,653,22,4043.0,San cayetano,Cundinamarca,5.441503833786792
533,25,658,107,9376.0,San francisco,Cundinamarca,11.412116040955631
534,25,662,90,7494.0,San juan de rioseco,Cundinamarca,12.00960768614892
535,25,718,75,9299.0,Sasaima,Cundinamarca,8.065383374556404
536,25,736,67,11048.0,Sesquile,Cundinamarca,6.064446053584359
537,25,740,370,31511.0,Sibate,Cundinamarca,11.741931389038747
538,25,743,276,20548.0,Silvania,Cundinamarca,13.43196418142885
539,25,745,118,11489.0,Simijaca,Cundinamarca,10.27069370702411
540,25,754,11924,644768.0,Soacha,Cundinamarca,18.49347362151968
541,25,758,183,24779.0,Sopo,Cundinamarca,7.385285927599984
542,25,769,188,14860.0,Subachoque,Cundinamarca,12.651413189771198
543,25,772,98,15395.0,Suesca,Cundinamarca,6.3657031503734975
544,25,777,48,4726.0,Supata,Cundinamarca,10.156580617858655
545,25,779,46,6073.0,Susa,Cundinamarca,7.574510126790713
546,25,781,106,5258.0,Sutatausa,Cundinamarca,20.159756561430203
547,25,785,136,20565.0,Tabio,Cundinamarca,6.61317772915147
548,25,793,93,6694.0,Tausa,Cundinamarca,13.89303854197789
549,25,797,196,8062.0,Tena,Cundinamarca,24.31158521458695
550,25,799,248,20368.0,Tenjo,Cundinamarca,12.175962293794187
551,25,805,81,3943.0,Tibacuy,Cundinamarca,20.542733958914532
552,25,807,26,2435.0,Tibirita,Cundinamarca,10.677618069815194
553,25,815,141,13445.0,Tocaima,Cundinamarca,10.48716995165489
554,25,817,984,39357.0,Tocancipa,Cundinamarca,25.0019056330513
555,25,823,53,3523.0,Topaipi,Cundinamarca,15.043996593812093
556,25,839,57,7202.0,Ubala,Cundinamarca,7.914468203276867
557,25,841,115,6390.0,Ubaque,Cundinamarca,17.996870109546165
558,25,843,1036,39717.0,Ubate,Cundinamarca,26.08454817836191
559,25,845,78,6901.0,Une,Cundinamarca,11.302709752209825
560,25,851,33,4019.0,Utica,Cundinamarca,8.210997760636975
561,25,862,44,6036.0,Vergara,Cundinamarca,7.28959575878065
562,25,867,18,3806.0,Viani,Cundinamarca,4.729374671571204
563,25,871,32,1695.0,Villagomez,Cundinamarca,18.87905604719764
564,25,873,229,15814.0,Villapinzon,Cundinamarca,14.480839762235993
565,25,875,473,25669.0,Villeta,Cundinamarca,18.426896256184502
566,25,878,55,12538.0,Viota,Cundinamarca,4.386664539799011
567,25,885,37,10887.0,Yacopi,Cundinamarca,3.3985487278405437
568,25,898,76,4211.0,Zipacon,Cundinamarca,18.047969603419617
569,25,899,2715,128968.0,Zipaquira,Cundinamarca,21.05173376341418
570,27,1,1269,119481.0,Quibdo (san francisco de quibdo),Choco,10.620935546237478
571,27,6,53,12095.0,Acandi,Choco,4.381976023150062
572,27,25,8,23954.0,Alto baudo (pie de pato),Choco,0.3339734491107957
573,27,50,21,5494.0,Atrato,Choco,3.8223516563523843
574,27,73,14,10553.0,Bagado,Choco,1.3266369752676965
575,27,75,85,9135.0,Bahia solano (mutis),Choco,9.30487137383689
576,27,77,11,18451.0,Bajo baudo (pizarro),Choco,0.5961736491247087
577,27,99,1,11930.0,Bojaya (bellavista),Choco,0.08382229673093043
578,27,135,3,5660.0,Canton de san pablo (managru),Choco,0.5300353356890459
579,27,205,66,12232.0,Condoto,Choco,5.39568345323741
580,27,245,42,7898.0,El carmen de atrato,Choco,5.317801975183591
581,27,250,11,11579.0,Litoral del bajo san juan (santa genoveva de docordo),Choco,0.9499956818378099
582,27,361,195,27349.0,Istmina,Choco,7.130059599985374
583,27,372,7,4108.0,Jurado,Choco,1.7039922103213243
584,27,413,33,8928.0,Lloro,Choco,3.696236559139785
585,27,425,5,10140.0,Medio atrato,Choco,0.4930966469428008
586,27,430,15,13423.0,Medio baudo,Choco,1.1174849139536616
587,27,491,17,8164.0,Novita,Choco,2.082312591866732
588,27,495,27,3456.0,Nuqui,Choco,7.8125
589,27,600,4,7974.0,Rioquito,Choco,0.5016302984700275
590,27,615,100,47901.0,Riosucio,Choco,2.0876390889543015
591,27,660,31,4721.0,San jose del palmar,Choco,6.566405422579962
592,27,745,3,2768.0,Sipi,Choco,1.083815028901734
593,27,787,108,16945.0,Tado,Choco,6.373561522573031
594,27,800,46,12192.0,Unguia,Choco,3.772965879265092
595,27,810,21,6458.0,Union panamericana,Choco,3.2517807370703005
596,41,1,11494,313310.0,Neiva,Huila,36.68571063802624
597,41,6,458,24562.0,Acevedo,Huila,18.646690008956927
598,41,13,123,8578.0,Agrado,Huila,14.339006761482862
599,41,16,210,14634.0,Aipe,Huila,14.350143501435014
600,41,20,184,20015.0,Algeciras,Huila,9.193105171121658
601,41,26,46,3810.0,Altamira,Huila,12.073490813648293
602,41,78,90,6397.0,Baraya,Huila,14.069094888228857
603,41,132,403,30082.0,Campoalegre,Huila,13.396715643906655
604,41,206,73,6965.0,Colombia,Huila,10.480976310122038
605,41,244,45,3733.0,Elias,Huila,12.054647736405036
606,41,298,1342,65319.0,Garzon,Huila,20.545323718979166
607,41,306,278,22622.0,Gigante,Huila,12.288922288038194
608,41,319,122,15875.0,Guadalupe,Huila,7.685039370078741
609,41,349,100,6686.0,Hobo,Huila,14.956625785222853
610,41,357,83,9044.0,Iquira,Huila,9.177355152587351
611,41,359,403,24571.0,Isnos (san jose de isnos),Huila,16.40144886248016
612,41,378,67,12475.0,La argentina,Huila,5.370741482965932
613,41,396,801,53967.0,La plata,Huila,14.842403691144588
614,41,483,36,6157.0,Nataga,Huila,5.84700341075199
615,41,503,110,11111.0,Oporapa,Huila,9.900099000990009
616,41,518,62,6403.0,Paicol,Huila,9.68296111197876
617,41,524,203,24146.0,Palermo,Huila,8.407189596620558
618,41,530,115,10454.0,Palestina,Huila,11.00057394298833
619,41,548,246,12222.0,Pital,Huila,20.12763868433972
620,41,551,2620,118991.0,Pitalito,Huila,22.0184719852762
621,41,615,286,21065.0,Rivera,Huila,13.577023498694517
622,41,660,70,10065.0,Saladoblanco,Huila,6.954793840039741
623,41,668,673,32380.0,San agustin,Huila,20.784434836318717
624,41,676,70,10215.0,Santa maria,Huila,6.852667645619187
625,41,770,111,17362.0,Suaza,Huila,6.393272664439581
626,41,791,99,16108.0,Tarqui,Huila,6.146014402781227
627,41,797,116,9767.0,Tesalia,Huila,11.876727756731853
628,41,799,168,10215.0,Tello,Huila,16.44640234948605
629,41,801,104,7350.0,Teruel,Huila,14.149659863945578
630,41,807,260,20894.0,Timana,Huila,12.44376375993108
631,41,872,82,6943.0,Villavieja,Huila,11.810456574967594
632,41,885,149,7361.0,Yaguara,Huila,20.241814970792014
633,44,1,2892,176830.0,Riohacha,La guajira,16.35469094610643
634,44,78,120,28547.0,Barrancas,La guajira,4.203594072932357
635,44,90,182,35599.0,Dibulla,La guajira,5.112503160201129
636,44,98,51,11635.0,Distraccion,La guajira,4.383326171035669
637,44,110,27,6963.0,El molino,La guajira,3.877638948728996
638,44,279,264,40837.0,Fonseca,La guajira,6.464725616475255
639,44,378,50,17672.0,Hatonuevo,La guajira,2.8293345405160704
640,44,420,10,2952.0,La jagua del pilar,La guajira,3.3875338753387534
641,44,430,928,159081.0,Maicao,La guajira,5.833506201243392
642,44,560,40,73152.0,Manaure,La guajira,0.5468066491688539
643,44,650,266,45755.0,San juan del cesar,La guajira,5.813572287181729
644,44,847,80,158166.0,Uribia,La guajira,0.5057977062074024
645,44,855,33,10187.0,Urumita,La guajira,3.2394227937567486
646,44,874,90,24966.0,Villanueva,La guajira,3.604902667627974
647,47,1,8700,477257.0,"Santa marta (distrito turistico, cultural e historicode santa marta)",Magdalena,18.229172123195678
648,47,30,77,14294.0,Algarrobo,Magdalena,5.386875612144956
649,47,53,295,37440.0,Aracataca,Magdalena,7.879273504273504
650,47,58,49,28284.0,Ariguani (el dificil),Magdalena,1.7324282279734124
651,47,161,22,9225.0,Cerro san antonio,Magdalena,2.3848238482384825
652,47,170,66,18208.0,Chivolo,Magdalena,3.624780316344464
653,47,189,1013,118259.0,Cienaga,Magdalena,8.565944241030282
654,47,205,6,9681.0,Concordia,Magdalena,0.6197706848466068
655,47,245,458,59360.0,El banco,Magdalena,7.715633423180593
656,47,258,42,17308.0,El piñon,Magdalena,2.426623526692859
657,47,268,90,19345.0,El reten,Magdalena,4.652364952184027
658,47,288,747,64818.0,Fundacion,Magdalena,11.524576506525966
659,47,318,50,25308.0,Guamal,Magdalena,1.9756598703967125
660,47,541,9,7569.0,Pedraza,Magdalena,1.1890606420927465
661,47,545,25,11071.0,Pijiño del carmen (pijiño),Magdalena,2.2581519284617473
662,47,551,154,34372.0,Pivijay,Magdalena,4.480391015943209
663,47,555,272,56153.0,Plato,Magdalena,4.843908606842021
664,47,570,97,26419.0,Puebloviejo,Magdalena,3.671599984859381
665,47,605,4,9555.0,Remolino,Magdalena,0.4186289900575615
666,47,660,15,14047.0,Sabanas de san angel,Magdalena,1.0678436676870506
667,47,675,30,9360.0,Salamina,Magdalena,3.205128205128205
668,47,692,31,18865.0,San sebastian de buenavista,Magdalena,1.643254704479194
669,47,703,23,11277.0,San zenon,Magdalena,2.039549525583045
670,47,707,103,22705.0,Santa ana,Magdalena,4.536445716802467
671,47,745,71,25804.0,Sitionuevo,Magdalena,2.7515113935823905
672,47,798,28,12364.0,Tenerife,Magdalena,2.264639275315432
673,50,1,16999,446537.0,Villavicencio,Meta,38.06851391933927
674,50,6,1993,73925.0,Acacias,Meta,26.959756509976327
675,50,110,79,5835.0,Barranca de upia,Meta,13.538988860325622
676,50,124,89,5076.0,Cabuyaro,Meta,17.533490937746258
677,50,150,148,13516.0,Castilla la nueva,Meta,10.949985202722699
678,50,223,84,6276.0,San luis de cubarral,Meta,13.38432122370937
679,50,226,324,21156.0,Cumaral,Meta,15.314804310833805
680,50,245,16,1387.0,El calvario,Meta,11.535688536409516
681,50,251,86,7253.0,El castillo,Meta,11.85716255342617
682,50,270,51,3602.0,El dorado,Meta,14.158800666296502
683,50,287,127,11536.0,Fuente de oro,Meta,11.009015256588073
684,50,313,1168,63959.0,Granada,Meta,18.261698900858363
685,50,318,267,13839.0,Guamal,Meta,19.29330153912855
686,50,325,64,5766.0,Mapiripan,Meta,11.099549080818592
687,50,330,104,9629.0,Mesetas,Meta,10.800706200020771
688,50,350,133,23113.0,La macarena,Meta,5.75433738588673
689,50,370,51,7767.0,La uribe,Meta,6.5662417921977605
690,50,400,122,10480.0,Lejanias,Meta,11.641221374045802
691,50,450,44,7873.0,Puerto concordia,Meta,5.588720945001905
692,50,568,343,39414.0,Puerto gaitan,Meta,8.702491500482061
693,50,573,361,27969.0,Puerto lopez,Meta,12.907147198684257
694,50,577,119,8692.0,Puerto lleras,Meta,13.690750115048319
695,50,590,85,11033.0,Puerto rico,Meta,7.704160246533128
696,50,606,312,17286.0,Restrepo,Meta,18.049288441513365
697,50,680,172,11343.0,San carlos de guaroa,Meta,15.16353698316142
698,50,683,90,7884.0,San  juan de arama,Meta,11.415525114155251
699,50,686,7,1106.0,San juanito,Meta,6.329113924050633
700,50,689,403,21719.0,San martin,Meta,18.555182098623323
701,50,711,204,16249.0,Vistahermosa,Meta,12.554618745768972
702,52,1,13924,349352.0,Pasto (san juan de pasto),Nariño,39.85664888135748
703,52,19,52,8191.0,Alban (san jose),Nariño,6.348431204981077
704,52,22,34,6872.0,Aldana,Nariño,4.947613504074505
705,52,36,31,7481.0,Ancuya,Nariño,4.143831038631198
706,52,51,43,7626.0,Arboleda (berruecos),Nariño,5.638604773144506
707,52,79,102,33804.0,Barbacoas,Nariño,3.017394391196308
708,52,83,39,5961.0,Belen,Nariño,6.542526421741319
709,52,110,163,19934.0,Buesaco,Nariño,8.176984047356274
710,52,203,28,7764.0,Colon (genova),Nariño,3.6063884595569293
711,52,207,53,10098.0,Consaca,Nariño,5.248564072093484
712,52,210,27,6421.0,Contadero,Nariño,4.204952499610653
713,52,215,35,14827.0,Cordoba,Nariño,2.3605584406825386
714,52,224,34,8975.0,Cuaspud (carlosama),Nariño,3.7883008356545957
715,52,227,56,32672.0,Cumbal,Nariño,1.7140058765915769
716,52,233,23,5095.0,Cumbitara,Nariño,4.5142296368989205
717,52,240,123,12357.0,Chachagui,Nariño,9.953872299101723
718,52,250,33,21071.0,El charco,Nariño,1.566133548478952
719,52,254,18,6195.0,El peñol,Nariño,2.905569007263922
720,52,256,31,6498.0,El rosario,Nariño,4.770698676515852
721,52,258,43,13235.0,El tablon,Nariño,3.2489610880241786
722,52,260,61,12452.0,El tambo,Nariño,4.89881143591391
723,52,287,15,6182.0,Funes,Nariño,2.4263992235522482
724,52,317,49,18845.0,Guachucal,Nariño,2.600159193420005
725,52,320,61,10774.0,Guaitarilla,Nariño,5.661778355299796
